Driven_Wheels,Engine Fuel Type,Engine HP,Market Category,Number of Doors,Popularity,_id,city mpg,highway MPG,isDeleted,make,model,price,release_date,size,style,transmission_type,updatedAt
all wheel drive,premium unleaded (recommended),248,Luxury,4,3916,63da94561e713e44ab977633,23,33,false,BMW,3 Series,42950,2017,Midsize,Wagon,AUTOMATIC,
rear wheel drive,diesel,180,"Diesel,Luxury",4,3916,63da94561e713e44ab977634,32,42,false,BMW,3 Series,40250,2017,Midsize,Sedan,AUTOMATIC,
all wheel drive,premium unleaded (recommended),320,"Luxury,Performance",4,3916,63da94561e713e44ab977635,21,31,false,BMW,3 Series,49900,2017,Midsize,Sedan,AUTOMATIC,
rear wheel drive,premium unleaded (recommended),320,"Luxury,High-Performance",4,3916,63da94561e713e44ab977636,21,32,false,BMW,3 Series,47900,2017,Midsize,Sedan,AUTOMATIC,
all wheel drive,diesel,180,"Diesel,Luxury",4,3916,63da94561e713e44ab977637,30,40,false,BMW,3 Series,44450,2017,Midsize,Wagon,AUTOMATIC,
rear wheel drive,regular unleaded,177,Luxury,4,617,63da94561e713e44ab977638,15,19,false,Mercedes-Benz,300-Class,2232,1991,Large,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,177,Luxury,4,617,63da94561e713e44ab977639,15,20,false,Mercedes-Benz,300-Class,2000,1991,Midsize,Wagon,AUTOMATIC,
rear wheel drive,regular unleaded,158,Luxury,4,617,63da94561e713e44ab97763a,17,22,false,Mercedes-Benz,300-Class,2000,1991,Midsize,Sedan,AUTOMATIC,
all wheel drive,regular unleaded,177,Luxury,4,617,63da94561e713e44ab97763b,15,20,false,Mercedes-Benz,300-Class,2105,1991,Midsize,Sedan,AUTOMATIC,
all wheel drive,regular unleaded,177,Luxury,4,617,63da94561e713e44ab97763c,15,18,false,Mercedes-Benz,300-Class,2199,1991,Midsize,Wagon,AUTOMATIC,
rear wheel drive,regular unleaded,177,Luxury,4,617,63da94561e713e44ab97763d,16,22,false,Mercedes-Benz,300-Class,2000,1991,Midsize,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,177,Luxury,4,617,63da94561e713e44ab97763e,15,19,false,Mercedes-Benz,300-Class,2124,1991,Large,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,228,"Luxury,Performance",2,617,63da94561e713e44ab97763f,14,21,false,Mercedes-Benz,300-Class,3552,1991,Compact,Convertible,MANUAL,
rear wheel drive,regular unleaded,217,Luxury,2,617,63da94561e713e44ab977640,15,22,false,Mercedes-Benz,300-Class,2179,1991,Midsize,Coupe,AUTOMATIC,
rear wheel drive,diesel,121,"Diesel,Luxury",4,617,63da94561e713e44ab977641,23,30,false,Mercedes-Benz,300-Class,2000,1991,Midsize,Sedan,AUTOMATIC,
rear wheel drive,diesel,121,"Diesel,Luxury",4,617,63da94561e713e44ab977642,23,29,false,Mercedes-Benz,300-Class,2000,1992,Midsize,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,228,Luxury,4,617,63da94561e713e44ab977643,14,17,false,Mercedes-Benz,300-Class,2377,1992,Large,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,228,"Luxury,Performance",2,617,63da94561e713e44ab977644,15,21,false,Mercedes-Benz,300-Class,3814,1992,Compact,Convertible,MANUAL,
all wheel drive,regular unleaded,177,Luxury,4,617,63da94561e713e44ab977645,15,19,false,Mercedes-Benz,300-Class,2207,1992,Midsize,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,177,Luxury,4,617,63da94561e713e44ab977646,15,20,false,Mercedes-Benz,300-Class,2000,1992,Midsize,Wagon,AUTOMATIC,
rear wheel drive,regular unleaded,217,Luxury,2,617,63da94561e713e44ab977647,15,21,false,Mercedes-Benz,300-Class,2248,1992,Midsize,Coupe,AUTOMATIC,
rear wheel drive,regular unleaded,177,Luxury,4,617,63da94561e713e44ab977648,16,22,false,Mercedes-Benz,300-Class,2065,1992,Midsize,Sedan,AUTOMATIC,
rear wheel drive,diesel,148,"Diesel,Luxury",4,617,63da94561e713e44ab977649,18,22,false,Mercedes-Benz,300-Class,2547,1992,Large,Sedan,AUTOMATIC,
all wheel drive,regular unleaded,177,Luxury,4,617,63da94561e713e44ab97764a,15,18,false,Mercedes-Benz,300-Class,2282,1992,Midsize,Wagon,AUTOMATIC,
rear wheel drive,regular unleaded,158,Luxury,4,617,63da94561e713e44ab97764b,18,23,false,Mercedes-Benz,300-Class,2000,1992,Midsize,Sedan,AUTOMATIC,
all wheel drive,regular unleaded,177,Luxury,4,617,63da94561e713e44ab97764c,15,19,false,Mercedes-Benz,300-Class,2544,1993,Midsize,Wagon,AUTOMATIC,
rear wheel drive,regular unleaded,217,Luxury,2,617,63da94561e713e44ab97764d,17,22,false,Mercedes-Benz,300-Class,2397,1993,Midsize,Coupe,AUTOMATIC,
rear wheel drive,diesel,121,"Diesel,Luxury",4,617,63da94561e713e44ab97764e,23,30,false,Mercedes-Benz,300-Class,2000,1993,Midsize,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,228,"Luxury,Performance",2,617,63da94561e713e44ab97764f,14,21,false,Mercedes-Benz,300-Class,4174,1993,Compact,Convertible,MANUAL,
rear wheel drive,regular unleaded,217,Luxury,4,617,63da94561e713e44ab977650,17,22,false,Mercedes-Benz,300-Class,2187,1993,Midsize,Sedan,AUTOMATIC,
rear wheel drive,diesel,148,"Diesel,Luxury",4,617,63da94561e713e44ab977651,18,22,false,Mercedes-Benz,300-Class,2729,1993,Large,Sedan,AUTOMATIC,
all wheel drive,regular unleaded,177,Luxury,4,617,63da94561e713e44ab977652,15,19,false,Mercedes-Benz,300-Class,2433,1993,Midsize,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,194,Luxury,4,617,63da94561e713e44ab977653,17,23,false,Mercedes-Benz,300-Class,2247,1993,Midsize,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,228,Luxury,4,617,63da94561e713e44ab977654,14,18,false,Mercedes-Benz,300-Class,2540,1993,Large,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,218,"Hatchback,Performance",2,436,63da94561e713e44ab977655,17,23,false,Mitsubishi,3000GT,3941,1997,Compact,2dr Hatchback,MANUAL,
front wheel drive,regular unleaded,161,Hatchback,2,436,63da94561e713e44ab977656,17,22,false,Mitsubishi,3000GT,3295,1997,Compact,2dr Hatchback,MANUAL,
all wheel drive,regular unleaded,320,"Hatchback,Factory Tuner,Performance",2,436,63da94561e713e44ab977657,16,22,false,Mitsubishi,3000GT,6008,1997,Compact,2dr Hatchback,MANUAL,
all wheel drive,regular unleaded,320,"Hatchback,Factory Tuner,Performance",2,436,63da94561e713e44ab977658,16,22,false,Mitsubishi,3000GT,6710,1998,Compact,2dr Hatchback,MANUAL,
front wheel drive,regular unleaded,161,Hatchback,2,436,63da94561e713e44ab977659,17,22,false,Mitsubishi,3000GT,3701,1998,Compact,2dr Hatchback,MANUAL,
front wheel drive,regular unleaded,218,"Hatchback,Performance",2,436,63da94561e713e44ab97765a,17,23,false,Mitsubishi,3000GT,4671,1998,Compact,2dr Hatchback,MANUAL,
front wheel drive,regular unleaded,218,"Hatchback,Performance",2,436,63da94561e713e44ab97765b,17,23,false,Mitsubishi,3000GT,5306,1999,Compact,2dr Hatchback,MANUAL,
all wheel drive,regular unleaded,320,"Hatchback,Factory Tuner,Performance",2,436,63da94561e713e44ab97765c,16,22,false,Mitsubishi,3000GT,7600,1999,Compact,2dr Hatchback,MANUAL,
front wheel drive,regular unleaded,161,Hatchback,2,436,63da94561e713e44ab97765d,17,22,false,Mitsubishi,3000GT,4090,1999,Compact,2dr Hatchback,MANUAL,
all wheel drive,regular unleaded,300,N/A,4,1013,63da94561e713e44ab97765e,18,27,false,Chrysler,300,37570,2015,Large,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,292,N/A,4,1013,63da94561e713e44ab97765f,19,31,false,Chrysler,300,31695,2015,Large,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,292,N/A,4,1013,63da94561e713e44ab977660,19,31,false,Chrysler,300,38070,2015,Large,Sedan,AUTOMATIC,
all wheel drive,regular unleaded,292,N/A,4,1013,63da94561e713e44ab977661,18,27,false,Chrysler,300,44895,2015,Large,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,300,Performance,4,1013,63da94561e713e44ab977662,19,31,false,Chrysler,300,35070,2015,Large,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,292,Performance,4,1013,63da94561e713e44ab977663,19,31,false,Chrysler,300,42395,2015,Large,Sedan,AUTOMATIC,
all wheel drive,regular unleaded,292,N/A,4,1013,63da94561e713e44ab977664,18,27,false,Chrysler,300,34195,2015,Large,Sedan,AUTOMATIC,
all wheel drive,regular unleaded,292,N/A,4,1013,63da94561e713e44ab977665,18,27,false,Chrysler,300,40570,2015,Large,Sedan,AUTOMATIC,
all wheel drive,regular unleaded,300,N/A,4,1013,63da94561e713e44ab977666,18,27,false,Chrysler,300,38095,2016,Large,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,300,Performance,4,1013,63da94561e713e44ab977667,19,31,false,Chrysler,300,35595,2016,Large,Sedan,AUTOMATIC,
all wheel drive,regular unleaded,292,N/A,4,1013,63da94561e713e44ab977668,18,27,false,Chrysler,300,45190,2016,Large,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,292,N/A,4,1013,63da94561e713e44ab977669,19,31,false,Chrysler,300,32260,2016,Large,Sedan,AUTOMATIC,
all wheel drive,regular unleaded,292,N/A,4,1013,63da94561e713e44ab97766a,18,27,false,Chrysler,300,37755,2016,Large,Sedan,AUTOMATIC,
all wheel drive,regular unleaded,292,N/A,4,1013,63da94561e713e44ab97766b,18,27,false,Chrysler,300,41055,2016,Large,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,300,Performance,4,1013,63da94561e713e44ab97766c,19,31,false,Chrysler,300,36090,2016,Large,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,292,Performance,4,1013,63da94561e713e44ab97766d,19,31,false,Chrysler,300,42690,2016,Large,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,292,N/A,4,1013,63da94561e713e44ab97766e,19,31,false,Chrysler,300,38555,2016,Large,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,292,N/A,4,1013,63da94561e713e44ab97766f,19,31,false,Chrysler,300,35255,2016,Large,Sedan,AUTOMATIC,
all wheel drive,regular unleaded,300,N/A,4,1013,63da94561e713e44ab977670,18,27,false,Chrysler,300,38590,2016,Large,Sedan,AUTOMATIC,
all wheel drive,regular unleaded,292,N/A,4,1013,63da94561e713e44ab977671,18,27,false,Chrysler,300,34760,2016,Large,Sedan,AUTOMATIC,
all wheel drive,regular unleaded,292,N/A,4,1013,63da94561e713e44ab977672,18,27,false,Chrysler,300,41135,2017,Large,Sedan,AUTOMATIC,
all wheel drive,regular unleaded,292,N/A,4,1013,63da94561e713e44ab977673,18,27,false,Chrysler,300,45270,2017,Large,Sedan,AUTOMATIC,
all wheel drive,regular unleaded,300,N/A,4,1013,63da94561e713e44ab977674,18,27,false,Chrysler,300,38670,2017,Large,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,292,Performance,4,1013,63da94561e713e44ab977675,19,30,false,Chrysler,300,38635,2017,Large,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,300,Performance,4,1013,63da94561e713e44ab977676,19,30,false,Chrysler,300,36170,2017,Large,Sedan,AUTOMATIC,
all wheel drive,regular unleaded,300,N/A,4,1013,63da94561e713e44ab977677,18,27,false,Chrysler,300,38175,2017,Large,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,292,N/A,4,1013,63da94561e713e44ab977678,19,30,false,Chrysler,300,32340,2017,Large,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,292,Performance,4,1013,63da94561e713e44ab977679,19,30,false,Chrysler,300,42770,2017,Large,Sedan,AUTOMATIC,
all wheel drive,regular unleaded,292,N/A,4,1013,63da94561e713e44ab97767a,18,27,false,Chrysler,300,34840,2017,Large,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,300,Performance,4,1013,63da94561e713e44ab97767b,19,30,false,Chrysler,300,35675,2017,Large,Sedan,AUTOMATIC,
front wheel drive,premium unleaded (required),250,Performance,4,1013,63da94561e713e44ab97767c,16,24,false,Chrysler,300M,32065,2002,Large,Sedan,AUTOMATIC,
front wheel drive,premium unleaded (required),250,Performance,4,1013,63da94561e713e44ab97767d,16,24,false,Chrysler,300M,28540,2002,Large,Sedan,AUTOMATIC,
front wheel drive,premium unleaded (required),255,Performance,4,1013,63da94561e713e44ab97767e,16,25,false,Chrysler,300M,32315,2003,Large,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,250,Performance,4,1013,63da94561e713e44ab97767f,16,25,false,Chrysler,300M,28885,2003,Large,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,250,Performance,4,1013,63da94561e713e44ab977680,16,25,false,Chrysler,300M,29185,2004,Large,Sedan,AUTOMATIC,
front wheel drive,premium unleaded (required),255,Performance,4,1013,63da94561e713e44ab977681,16,25,false,Chrysler,300M,32615,2004,Large,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,222,Performance,2,2009,63da94561e713e44ab977682,16,22,false,Nissan,300ZX,2847,1994,Compact,Convertible,MANUAL,
rear wheel drive,regular unleaded,222,Performance,2,2009,63da94561e713e44ab977683,16,22,false,Nissan,300ZX,2488,1994,Compact,Coupe,MANUAL,
rear wheel drive,regular unleaded,300,"Hatchback,Performance",2,2009,63da94561e713e44ab977684,16,22,false,Nissan,300ZX,2683,1994,Compact,2dr Hatchback,MANUAL,
rear wheel drive,regular unleaded,222,Performance,2,2009,63da94561e713e44ab977685,16,22,false,Nissan,300ZX,2553,1994,Compact,Coupe,MANUAL,
rear wheel drive,regular unleaded,300,Performance,2,2009,63da94561e713e44ab977686,16,22,false,Nissan,300ZX,3049,1995,Compact,Coupe,MANUAL,
rear wheel drive,regular unleaded,222,Performance,2,2009,63da94561e713e44ab977687,17,22,false,Nissan,300ZX,2774,1995,Compact,Coupe,MANUAL,
rear wheel drive,regular unleaded,222,Performance,2,2009,63da94561e713e44ab977688,17,22,false,Nissan,300ZX,2702,1995,Compact,Coupe,MANUAL,
rear wheel drive,regular unleaded,222,Performance,2,2009,63da94561e713e44ab977689,17,22,false,Nissan,300ZX,3101,1995,Compact,Convertible,MANUAL,
rear wheel drive,regular unleaded,300,Performance,2,2009,63da94561e713e44ab97768a,16,22,false,Nissan,300ZX,3510,1996,Compact,Coupe,MANUAL,
rear wheel drive,regular unleaded,222,Performance,2,2009,63da94561e713e44ab97768b,17,22,false,Nissan,300ZX,3107,1996,Compact,Coupe,MANUAL,
rear wheel drive,regular unleaded,222,Performance,2,2009,63da94561e713e44ab97768c,17,22,false,Nissan,300ZX,3624,1996,Compact,Convertible,MANUAL,
rear wheel drive,regular unleaded,222,Performance,2,2009,63da94561e713e44ab97768d,17,22,false,Nissan,300ZX,3185,1996,Compact,Coupe,MANUAL,
front wheel drive,regular unleaded,82,Hatchback,2,586,63da94561e713e44ab97768e,25,33,false,Mazda,323,2000,1992,Compact,2dr Hatchback,MANUAL,
front wheel drive,regular unleaded,82,Hatchback,2,586,63da94561e713e44ab97768f,25,33,false,Mazda,323,2000,1992,Compact,2dr Hatchback,MANUAL,
front wheel drive,regular unleaded,82,Hatchback,2,586,63da94561e713e44ab977690,25,33,false,Mazda,323,2000,1993,Compact,2dr Hatchback,MANUAL,
front wheel drive,regular unleaded,82,Hatchback,2,586,63da94561e713e44ab977691,24,32,false,Mazda,323,2000,1993,Compact,2dr Hatchback,MANUAL,
front wheel drive,regular unleaded,82,Hatchback,2,586,63da94561e713e44ab977692,25,33,false,Mazda,323,2000,1994,Compact,2dr Hatchback,MANUAL,
rear wheel drive,diesel,134,"Diesel,Luxury",4,617,63da94561e713e44ab977693,19,23,false,Mercedes-Benz,350-Class,2144,1990,Large,Sedan,AUTOMATIC,
rear wheel drive,diesel,134,"Diesel,Luxury",4,617,63da94561e713e44ab977694,19,23,false,Mercedes-Benz,350-Class,2098,1990,Large,Sedan,AUTOMATIC,
rear wheel drive,diesel,134,"Diesel,Luxury",4,617,63da94561e713e44ab977695,19,23,false,Mercedes-Benz,350-Class,2178,1991,Large,Sedan,AUTOMATIC,
rear wheel drive,diesel,134,"Diesel,Luxury",4,617,63da94561e713e44ab977696,19,23,false,Mercedes-Benz,350-Class,2311,1991,Large,Sedan,AUTOMATIC,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab977697,17,23,false,Nissan,350Z,36550,2007,Compact,Convertible,AUTOMATIC,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab977698,17,23,false,Nissan,350Z,41250,2007,Compact,Convertible,AUTOMATIC,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab977699,17,24,false,Nissan,350Z,30600,2007,Compact,Coupe,AUTOMATIC,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab97769a,17,24,false,Nissan,350Z,37100,2007,Compact,Coupe,AUTOMATIC,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab97769b,18,25,false,Nissan,350Z,27900,2007,Compact,Coupe,MANUAL,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab97769c,18,25,false,Nissan,350Z,32700,2007,Compact,Coupe,MANUAL,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab97769d,17,24,false,Nissan,350Z,40250,2007,Compact,Convertible,MANUAL,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab97769e,17,24,false,Nissan,350Z,35550,2007,Compact,Convertible,MANUAL,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab97769f,18,25,false,Nissan,350Z,36100,2007,Compact,Coupe,MANUAL,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776a0,17,24,false,Nissan,350Z,33200,2007,Compact,Coupe,AUTOMATIC,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776a1,17,24,false,Nissan,350Z,37900,2007,Compact,Convertible,MANUAL,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776a2,18,25,false,Nissan,350Z,29600,2007,Compact,Coupe,MANUAL,
rear wheel drive,regular unleaded,306,"Factory Tuner,High-Performance",2,2009,63da94561e713e44ab9776a3,18,25,false,Nissan,350Z,38070,2007,Compact,Coupe,MANUAL,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776a4,17,23,false,Nissan,350Z,38900,2007,Compact,Convertible,AUTOMATIC,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776a5,17,24,false,Nissan,350Z,33840,2008,Compact,Coupe,AUTOMATIC,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776a6,17,24,false,Nissan,350Z,38630,2008,Compact,Convertible,MANUAL,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776a7,17,23,false,Nissan,350Z,39630,2008,Compact,Convertible,AUTOMATIC,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776a8,17,24,false,Nissan,350Z,37740,2008,Compact,Coupe,AUTOMATIC,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776a9,17,23,false,Nissan,350Z,41980,2008,Compact,Convertible,AUTOMATIC,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776aa,17,24,false,Nissan,350Z,36280,2008,Compact,Convertible,MANUAL,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776ab,18,25,false,Nissan,350Z,36740,2008,Compact,Coupe,MANUAL,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776ac,17,24,false,Nissan,350Z,40980,2008,Compact,Convertible,MANUAL,
rear wheel drive,regular unleaded,306,"Factory Tuner,High-Performance",2,2009,63da94561e713e44ab9776ad,18,25,false,Nissan,350Z,38680,2008,Compact,Coupe,MANUAL,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776ae,18,25,false,Nissan,350Z,28510,2008,Compact,Coupe,MANUAL,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776af,18,25,false,Nissan,350Z,30210,2008,Compact,Coupe,MANUAL,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776b0,17,24,false,Nissan,350Z,31210,2008,Compact,Coupe,AUTOMATIC,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776b1,18,25,false,Nissan,350Z,33340,2008,Compact,Coupe,MANUAL,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776b2,17,23,false,Nissan,350Z,37280,2008,Compact,Convertible,AUTOMATIC,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776b3,17,24,false,Nissan,350Z,41570,2009,Compact,Convertible,MANUAL,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776b4,17,24,false,Nissan,350Z,36870,2009,Compact,Convertible,MANUAL,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776b5,17,23,false,Nissan,350Z,42570,2009,Compact,Convertible,AUTOMATIC,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776b6,17,23,false,Nissan,350Z,37870,2009,Compact,Convertible,AUTOMATIC,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776b7,17,24,false,Nissan,350Z,39220,2009,Compact,Convertible,MANUAL,
rear wheel drive,regular unleaded,306,High-Performance,2,2009,63da94561e713e44ab9776b8,17,23,false,Nissan,350Z,40220,2009,Compact,Convertible,AUTOMATIC,
rear wheel drive,premium unleaded (required),400,"Exotic,High-Performance",2,2774,63da94561e713e44ab9776b9,10,15,false,Ferrari,360,160829,2002,Compact,Convertible,MANUAL,
rear wheel drive,premium unleaded (required),400,"Exotic,High-Performance",2,2774,63da94561e713e44ab9776ba,10,15,false,Ferrari,360,140615,2002,Compact,Coupe,MANUAL,
rear wheel drive,premium unleaded (required),400,"Exotic,High-Performance",2,2774,63da94561e713e44ab9776bb,10,15,false,Ferrari,360,150694,2002,Compact,Coupe,AUTOMATED_MANUAL,
rear wheel drive,premium unleaded (required),400,"Exotic,High-Performance",2,2774,63da94561e713e44ab9776bc,10,15,false,Ferrari,360,170829,2002,Compact,Convertible,AUTOMATED_MANUAL,
rear wheel drive,premium unleaded (required),400,"Exotic,High-Performance",2,2774,63da94561e713e44ab9776bd,10,15,false,Ferrari,360,165986,2003,Compact,Convertible,MANUAL,
rear wheel drive,premium unleaded (required),400,"Exotic,High-Performance",2,2774,63da94561e713e44ab9776be,10,15,false,Ferrari,360,154090,2003,Compact,Coupe,AUTOMATED_MANUAL,
